,price_steel,price_rebar,price_glass,price_concrete,price_plywood
2015-09-11,9.0,24.5,32.0,29.8125,10.5
2015-09-14,11.75,18.75,32.0,29.8125,9.0
2015-09-15,12.25,18.0,32.0,33.45238095238095,10.7
2015-09-16,,,32.0,33.45238095238095,10.0
2015-09-17,,,32.0,31.64583333333333,8.583333333333334
2015-09-18,,,32.0,31.86,8.333333333333334
2015-09-21,,16.5,32.0,33.041666666666664,9.0
2015-09-22,,16.5,32.0,33.041666666666664,8.75
2015-09-23,,15.0,32.0,33.041666666666664,8.75
2015-09-24,,17.0,32.0,33.041666666666664,8.75
2015-09-25,,16.5,32.0,33.041666666666664,10.0
2015-09-28,,,32.0,33.041666666666664,17.0
2015-09-29,,,32.0,33.041666666666664,17.0
2015-09-30,,,32.0,31.5,15.0
2015-10-01,,,32.0,31.5,15.5
2015-10-02,,,32.0,31.5,14.125
2015-10-05,12.0,,32.0,31.5,14.0
2015-10-06,11.5,,32.0,30.69230769230769,14.5
2015-10-07,,,32.0,34.4375,12.5
2015-10-08,,,32.0,34.4375,12.25
2015-10-09,,,32.0,34.4375,13.5
2015-10-12,,,,,
2015-10-13,,,31.0,35.375,16.0
2015-10-14,,,31.0,40.375,15.166666666666664
2015-10-15,,,31.0,40.375,13.3
2015-10-16,,,31.0,38.75,13.0
2015-10-19,,,31.0,38.75,14.666666666666664
2015-10-20,,,31.0,40.0,14.25
2015-10-21,,,31.0,39.0,13.75
2015-10-22,,,31.0,39.0,13.75
2015-10-23,,,31.0,39.0,13.5
2015-10-26,,,31.0,39.0,14.0
2015-10-27,,,31.0,32.0,14.0
2015-10-28,,,31.0,34.0,14.25
2015-10-29,,,31.0,34.0,13.833333333333336
2015-10-30,,,31.0,34.0,11.75
2015-11-01,,,,,
2015-11-02,,,31.0,34.0,13.5
2015-11-03,,,31.0,34.0,13.5
2015-11-04,25.0,,31.0,,11.875
2015-11-05,25.0,,31.0,,11.125
2015-11-06,23.5,,31.0,,10.0
2015-11-09,27.16666666666667,,31.0,,11.0
2015-11-10,,,31.0,,11.0
2015-11-11,,,,,
2015-11-12,,,31.0,36.0,9.25
2015-11-13,,,31.0,36.0,9.75
2015-11-16,40.0,,31.0,36.0,10.0
2015-11-17,41.0,,31.0,,10.5
2015-11-18,40.0,,31.0,,10.5
2015-11-19,40.0,,31.0,,10.666666666666666
2015-11-20,39.5,,31.0,,10.5
2015-11-23,35.333333333333336,,31.0,,11.166666666666664
2015-11-24,35.0,,31.0,,10.166666666666666
2015-11-25,33.666666666666664,,31.0,,13.5
2015-11-27,26.5,,31.0,,
2015-11-30,33.0,45.0,31.0,,14.0
2015-12-01,,45.0,31.0,,14.0
2015-12-02,,39.0,31.0,,14.0
2015-12-03,,38.0,31.0,,13.833333333333336
2015-12-04,,35.0,31.0,,13.833333333333336
2015-12-07,27.0,34.0,31.0,,10.0
2015-12-08,27.0,34.0,31.0,,10.0
2015-12-09,27.0,,31.0,,12.75
2015-12-10,26.5,,31.0,,11.4
2015-12-11,27.0,,31.0,,10.833333333333336
2015-12-14,24.0,,31.0,,11.875
2015-12-15,22.66666666666667,,31.0,,11.875
2015-12-16,22.5,,31.0,,11.875
2015-12-17,22.5,,31.0,,11.0
2015-12-18,23.0,23.25,31.0,,10.0
2015-12-21,23.0,24.0,31.0,,10.166666666666666
2015-12-22,23.5,24.0,31.0,,12.0
2015-12-23,27.0,28.25,31.0,,12.5
2015-12-24,24.5,28.75,31.0,,13.5
2015-12-28,24.5,30.0,31.0,,15.0
2015-12-29,24.5,27.75,31.0,,18.0
2015-12-30,23.5,27.75,31.0,,19.0
2015-12-31,23.5,27.75,31.0,,19.0
2016-01-01,,,,,
2016-01-04,27.33333333333333,29.0,31.0,,19.0
2016-01-05,27.33333333333333,29.0,31.0,,15.0
2016-01-06,26.0,29.0,31.0,,17.5
2016-01-07,29.0,30.0,31.0,,17.5
2016-01-08,27.75,31.75,31.0,,17.333333333333332
2016-01-11,,37.25,31.0,,15.583333333333336
2016-01-12,,36.75,31.0,,15.583333333333336
2016-01-13,36.0,37.5,31.0,,17.0
2016-01-14,28.33333333333333,34.5,31.0,,14.166666666666664
2016-01-15,25.33333333333333,42.0,31.0,,14.666666666666664
2016-01-19,25.0,42.0,31.0,,14.625
2016-01-20,26.0,43.0,31.0,,12.2
2016-01-21,25.66666666666667,43.0,31.0,,11.75
2016-01-22,25.83333333333333,43.0,31.0,,11.833333333333336
2016-01-25,25.33333333333333,41.75,31.0,,13.0
2016-01-26,25.33333333333333,40.5,31.0,,12.75
2016-01-27,25.5,38.75,31.0,,12.75
2016-01-28,,38.0,,,13.5
2016-01-29,,40.0,,,12.875
2016-02-01,,33.75,,,14.5
2016-02-02,32.0,33.75,,,14.0
2016-02-03,31.0,34.0,,,14.0
2016-02-04,31.0,,,,14.125
2016-02-05,,,,,9.583333333333334
2016-02-08,,,,,11.5
2016-02-09,23.5,,,,11.125
2016-02-10,,,,,11.125
2016-02-11,,,,,10.8
2016-02-12,34.0,,,,11.2
2016-02-16,28.5,,,,10.583333333333334
2016-02-17,26.5,,,,9.6875
2016-02-18,26.0,,,,10.357142857142858
2016-02-19,,,,,9.6
2016-02-22,16.5,,,,12.3
2016-02-23,13.75,,,,11.333333333333336
2016-02-24,12.333333333333336,,,,11.333333333333336
2016-02-25,11.2,,,,9.75
2016-02-26,12.0,,,,9.071428571428571
2016-02-29,13.125,,,,9.0
2016-03-01,10.7,,,,9.0
2016-03-02,9.0,,,,9.357142857142858
2016-03-03,9.75,,,,9.214285714285714
2016-03-04,9.75,10.0,,,9.214285714285714
2016-03-07,10.25,9.5,,,9.214285714285714
2016-03-08,9.75,9.5,,,8.888888888888891
2016-03-09,8.5,9.5,,,7.875
2016-03-10,8.666666666666666,9.5,,,7.75
2016-03-11,8.666666666666666,9.5,,,7.75
2016-03-14,9.25,9.0,,,9.2
2016-03-15,9.0,9.0,,,9.666666666666666
2016-03-16,11.5,9.0,,,9.1
2016-03-17,10.5,9.0,,,8.583333333333334
2016-03-18,10.5,9.0,,,8.583333333333334
2016-03-21,11.416666666666664,13.0,,,9.1
2016-03-22,12.0,13.0,,,9.1
2016-03-23,8.5,15.0,,,9.1
2016-03-24,8.5,16.75,,,9.1
2016-03-25,10.65,15.75,,,8.875
2016-03-28,11.45,,48.0,,
2016-03-29,12.5,16.25,48.0,,8.666666666666666
2016-03-30,11.75,,48.0,,8.666666666666666
2016-03-31,10.0,,48.0,,8.666666666666666
2016-04-01,10.25,,48.0,,7.25
2016-04-04,10.0,,48.0,,7.333333333333332
2016-04-05,10.0,,48.0,,7.333333333333332
2016-04-06,11.875,,48.0,,7.333333333333332
2016-04-07,12.833333333333336,,48.0,,8.0
2016-04-08,13.5,,48.0,,8.0
2016-04-11,13.625,,48.0,,8.5
2016-04-12,14.833333333333336,,48.0,,9.0
2016-04-13,14.833333333333336,,48.0,,10.5
2016-04-14,13.5,,48.0,,12.666666666666664
2016-04-15,13.5,,48.0,,11.833333333333336
2016-04-18,13.0,,48.0,,15.75
2016-04-19,15.0,,48.0,,15.75
2016-04-20,13.0,,48.0,,15.75
2016-04-21,13.125,,36.0,,15.875
2016-04-22,14.083333333333336,,36.0,,16.25
2016-04-25,15.5,,36.0,,22.0
2016-04-26,15.5,,36.0,,22.0
2016-04-27,19.0,,36.0,,20.0
2016-04-28,18.0,,36.0,,19.0
2016-04-29,18.0,,36.0,,19.0
2016-05-01,,,,,
2016-05-02,15.416666666666664,,36.0,,20.0
2016-05-03,15.75,,36.0,,18.75
2016-05-04,13.375,,36.0,,18.625
2016-05-05,12.0,,36.0,,21.125
2016-05-06,11.0,,36.0,,21.0
2016-05-09,12.5,,36.0,,19.0
2016-05-10,11.0,13.666666666666664,36.0,,16.625
2016-05-11,9.5,13.166666666666664,36.0,,14.3
2016-05-12,8.6875,10.0,36.0,,15.357142857142858
2016-05-13,9.5,11.5,36.0,,14.857142857142858
2016-05-16,9.25,12.5,36.0,,17.0
2016-05-17,9.5,12.0,36.0,38.0,12.25
2016-05-18,9.5,10.0,36.0,38.0,11.333333333333336
2016-05-19,8.5,10.0,36.0,38.0,9.8
2016-05-20,9.5,9.333333333333334,36.0,38.0,9.8
2016-05-23,10.5,10.5,36.0,38.0,9.0
2016-05-24,10.5,11.166666666666664,36.0,40.833333333333336,9.375
2016-05-25,10.0,13.75,36.0,40.833333333333336,9.8
2016-05-26,8.5,15.0,36.0,41.9,9.8
2016-05-27,7.875,15.0,36.0,42.9,9.5
2016-05-31,11.5,15.75,36.0,37.75,10.75
2016-06-01,10.333333333333334,15.75,36.0,37.75,10.625
2016-06-02,10.0,13.5,36.0,37.75,9.375
2016-06-03,9.5,12.666666666666664,36.0,37.75,9.375
2016-06-06,10.333333333333334,16.75,36.0,37.75,10.416666666666666
2016-06-07,11.25,16.333333333333332,36.0,38.75,8.5625
2016-06-08,10.75,19.166666666666668,36.0,34.46153846153846,8.5
2016-06-09,10.75,19.0,36.0,34.666666666666664,8.555555555555555
2016-06-10,11.25,20.75,36.0,34.666666666666664,8.9375
2016-06-13,9.166666666666666,19.0,36.0,34.666666666666664,12.5
2016-06-14,9.166666666666666,18.75,36.0,32.68181818181818,10.666666666666666
2016-06-15,10.25,16.25,36.0,30.46875,10.666666666666666
2016-06-16,10.25,14.5,36.0,30.46875,9.625
2016-06-17,10.25,13.666666666666664,36.0,30.46875,9.3
2016-06-20,9.5,13.75,36.0,30.46875,10.9375
2016-06-21,9.5,11.333333333333336,36.0,30.46875,10.9375
2016-06-22,8.75,11.0,36.0,30.0625,10.785714285714288
2016-06-23,9.25,9.166666666666666,36.0,25.08333333333333,9.5
2016-06-24,9.5,8.5,36.0,28.02631578947368,10.5
2016-06-27,9.5,11.166666666666664,36.0,26.72727272727273,10.5
2016-06-28,9.5,11.0,36.0,26.72727272727273,11.6
2016-06-29,9.25,9.25,36.0,24.07692307692308,11.5
2016-06-30,9.25,8.1,36.0,24.235294117647058,11.583333333333336
2016-07-01,8.5,11.666666666666664,36.0,24.235294117647058,11.583333333333336
2016-07-05,,13.0,36.0,24.235294117647058,12.166666666666664
2016-07-06,,10.166666666666666,36.0,24.235294117647058,11.25
2016-07-07,,13.75,36.0,20.166666666666668,11.583333333333336
2016-07-08,,13.25,36.0,21.2,11.583333333333336
2016-07-11,,13.5,36.0,21.2,14.083333333333336
2016-07-12,,13.5,36.0,21.2,13.916666666666664
2016-07-13,,13.5,36.0,21.2,13.916666666666664
2016-07-14,,13.25,36.0,20.444444444444443,15.333333333333336
2016-07-15,,12.75,36.0,20.444444444444443,14.666666666666664
2016-07-18,,14.75,36.0,20.444444444444443,16.5
2016-07-19,,14.25,36.0,18.923076923076927,14.333333333333336
2016-07-20,,15.0,36.0,20.384615384615387,14.333333333333336
2016-07-21,,15.0,36.0,20.384615384615387,12.125
2016-07-22,,15.0,36.0,21.66666666666667,12.125
2016-07-25,,18.25,36.0,21.66666666666667,16.0
2016-07-26,,16.666666666666668,36.0,21.66666666666667,14.125
2016-07-27,,15.833333333333336,36.0,19.90909090909091,13.625
2016-07-28,,15.666666666666664,36.0,19.90909090909091,12.666666666666664
2016-07-29,,16.833333333333332,36.0,19.90909090909091,10.75
2016-08-01,10.5,14.5,36.0,19.90909090909091,11.857142857142858
2016-08-02,10.5,14.0,36.0,19.15384615384616,12.571428571428573
2016-08-03,10.083333333333334,11.25,36.0,19.5,12.571428571428573
2016-08-04,10.25,10.4,36.0,20.4375,12.571428571428573
2016-08-05,10.25,11.625,36.0,20.33333333333333,10.9
2016-08-08,9.75,10.75,36.0,20.33333333333333,12.0
2016-08-09,11.0,10.625,36.0,28.66666666666667,12.0
2016-08-10,11.25,10.125,36.0,27.0,12.0
2016-08-11,11.25,10.25,36.0,27.0,11.0
2016-08-12,11.125,10.125,36.0,27.0,9.8
2016-08-15,11.0,14.666666666666664,37.0,27.0,10.625
2016-08-16,11.125,13.875,37.0,28.0,10.5
2016-08-17,11.125,18.166666666666668,37.0,27.33333333333333,9.166666666666666
2016-08-18,11.25,13.833333333333336,37.0,25.538461538461537,9.25
2016-08-19,11.25,18.0,37.0,25.538461538461537,9.25
2016-08-22,11.75,23.25,37.0,25.538461538461537,9.416666666666666
2016-08-23,11.75,23.25,37.0,25.538461538461537,9.416666666666666
2016-08-24,13.0,17.666666666666668,37.0,25.785714285714285,9.4375
2016-08-25,12.5,16.333333333333332,37.0,25.785714285714285,8.65
2016-08-26,,14.625,37.0,25.785714285714285,8.65
2016-08-29,,10.5,37.0,25.785714285714285,9.75
2016-08-30,,9.375,37.0,25.785714285714285,10.1875
2016-08-31,,7.75,37.0,34.8,7.25
2016-09-01,,8.375,37.0,36.875,7.083333333333332
2016-09-02,,6.833333333333332,37.0,27.5,7.0
2016-09-06,10.25,,37.0,27.5,9.25
2016-09-07,,,37.0,27.5,9.25
2016-09-08,9.25,,37.0,33.294117647058826,9.25
2016-09-09,9.5,,37.0,33.294117647058826,9.25
2016-09-12,9.0,,37.0,32.1578947368421,8.333333333333334
2016-09-13,9.0,,37.0,35.647058823529406,7.5
2016-09-14,8.0,,37.0,35.647058823529406,7.166666666666668
2016-09-15,8.0,,37.0,35.647058823529406,7.5
2016-09-16,7.5,,37.0,32.94736842105263,7.3125
2016-09-19,7.5,,37.0,32.94736842105263,12.166666666666664
2016-09-20,6.5,,37.0,28.15,8.9
2016-09-21,8.0,,37.0,28.15,8.7
2016-09-22,8.0,,37.0,27.04166666666667,8.7
2016-09-23,8.0,,37.0,27.04166666666667,10.25
2016-09-26,8.5,,37.0,27.04166666666667,9.5
2016-09-27,8.5,,37.0,27.04166666666667,9.5
2016-09-28,6.0,,37.0,30.23809523809524,7.625
2016-09-29,6.5,,37.0,30.23809523809524,7.625
2016-09-30,7.25,,37.0,30.23809523809524,7.625
2016-10-01,,,,,
2016-10-03,9.0,,33.0,27.0,13.0
2016-10-04,11.0,,33.0,32.333333333333336,13.25
2016-10-05,11.25,,34.0,32.333333333333336,13.25
2016-10-06,11.25,,34.0,33.57142857142857,13.0
2016-10-07,11.25,,34.0,33.57142857142857,13.0
2016-10-10,,,,,
2016-10-11,12.0,,34.0,33.57142857142857,13.0
2016-10-12,12.0,,34.0,33.57142857142857,11.166666666666664
2016-10-13,10.5,,34.0,29.66666666666667,14.5
2016-10-14,10.5,,,29.66666666666667,16.25
2016-10-17,12.0,,,29.66666666666667,14.75
2016-10-18,12.0,,,39.0,16.75
2016-10-19,12.0,,,,15.833333333333336
2016-10-20,12.5,,,38.0,15.666666666666664
2016-10-21,10.833333333333336,,,38.0,14.666666666666664
2016-10-24,13.0,,,38.0,16.333333333333332
2016-10-25,13.0,,,,16.5
2016-10-26,16.333333333333332,,,,14.625
2016-10-27,17.666666666666668,,,,13.416666666666664
2016-10-28,23.5,,,,14.25
2016-10-31,26.5,,,,13.5
2016-11-01,25.0,,,,13.0
2016-11-02,24.5,,,40.0,11.5
2016-11-03,25.0,,,40.0,13.0
2016-11-04,25.5,,,40.0,12.833333333333336
2016-11-07,25.5,,,40.0,11.0
2016-11-08,25.5,,,,13.0
2016-11-09,25.5,,,42.0,12.083333333333336
2016-11-10,26.0,,,42.0,12.583333333333336
2016-11-11,,,,,
2016-11-14,26.0,43.5,,,9.5
2016-11-15,24.5,43.5,,,9.5
2016-11-16,26.0,43.16666666666666,,,9.5
2016-11-17,21.0,41.0,,,11.0
2016-11-18,20.666666666666668,41.0,,,11.0
2016-11-21,25.0,39.16666666666666,,27.33333333333333,11.25
2016-11-22,25.0,34.666666666666664,,26.5,8.5
2016-11-23,25.33333333333333,34.666666666666664,,26.5,9.75
2016-11-25,20.33333333333333,,,,
2016-11-28,20.666666666666668,31.0,,27.0,9.0
2016-11-29,22.0,28.0,,27.0,9.0
2016-11-30,23.0,26.8,,24.0,9.0
2016-12-01,23.0,25.0,,25.0,9.0
2016-12-02,22.0,29.0,,25.0,11.5
2016-12-05,21.0,29.0,,30.0,11.333333333333336
2016-12-06,21.0,29.0,,30.0,11.333333333333336
2016-12-07,21.0,29.0,,30.0,9.5
2016-12-08,18.5,28.75,,30.0,9.5
2016-12-09,18.5,22.5,,30.0,9.5
2016-12-12,20.0,19.0,,30.0,11.0
2016-12-13,19.5,18.75,,30.0,11.0
2016-12-14,19.0,18.75,,,10.166666666666666
2016-12-15,19.0,16.5,,,10.166666666666666
2016-12-16,16.0,12.0,,,8.833333333333334
2016-12-19,14.5,13.75,,,10.25
2016-12-20,12.666666666666664,12.0,,,10.0
2016-12-21,12.666666666666664,11.0,,,10.0
2016-12-22,12.666666666666664,8.333333333333334,,,9.0
2016-12-23,12.666666666666664,10.0,,,9.0
2016-12-27,12.666666666666664,16.5,,,14.166666666666664
2016-12-28,13.333333333333336,19.0,,,14.0
2016-12-29,13.333333333333336,19.0,,,14.0
2016-12-30,13.333333333333336,21.0,,,16.0
2017-01-01,,,,,
2017-01-03,13.333333333333336,26.0,,,15.0
2017-01-04,13.333333333333336,26.5,,,15.0
2017-01-05,13.333333333333336,27.5,,,13.166666666666664
2017-01-06,12.333333333333336,29.0,,,13.333333333333336
2017-01-09,12.333333333333336,24.5,,,13.333333333333336
2017-01-10,14.0,26.66666666666667,,,13.333333333333336
2017-01-11,17.0,,,,
2017-01-12,17.0,31.5,,,15.166666666666664
2017-01-13,17.0,28.25,,,14.833333333333336
2017-01-17,17.5,28.25,,,12.125
2017-01-18,18.5,28.25,,,12.125
2017-01-19,18.0,26.0,,,12.125
2017-01-20,18.0,19.5,,,11.833333333333336
2017-01-23,18.0,19.5,,,12.5
2017-01-24,18.0,19.5,,,8.25
2017-01-25,18.0,17.0,,,8.25
2017-01-26,18.0,15.0,,,11.75
2017-01-27,18.0,13.5,,,12.0
2017-01-30,18.0,,,,13.5
2017-01-31,18.0,,,,13.5
2017-02-01,18.0,,,,13.5
2017-02-02,18.0,,,,10.666666666666666
2017-02-03,18.0,,,,10.666666666666666
2017-02-06,18.0,,,,13.666666666666664
2017-02-07,18.0,16.5,,,13.666666666666664
2017-02-08,18.0,15.0,,,13.666666666666664
2017-02-09,18.0,,,,
2017-02-10,18.0,9.0,,,14.0
2017-02-13,18.0,19.0,,,13.0
2017-02-14,18.0,19.0,,,13.083333333333336
2017-02-15,13.333333333333336,18.0,,,13.0
2017-02-16,13.333333333333336,16.0,,,12.125
2017-02-17,13.333333333333336,10.25,,,12.75
2017-02-21,13.333333333333336,10.25,,,12.5
2017-02-22,13.333333333333336,11.666666666666664,,,12.5
2017-02-23,14.5,13.333333333333336,,,12.0
2017-02-24,12.666666666666664,15.333333333333336,,,12.0
2017-02-27,12.666666666666664,18.0,,,12.666666666666664
2017-02-28,12.666666666666664,20.0,,,12.666666666666664
2017-03-01,12.666666666666664,21.0,,,12.5
2017-03-02,12.333333333333336,21.0,,,12.166666666666664
2017-03-03,12.666666666666664,21.5,,,12.166666666666664
2017-03-06,16.5,26.75,,,15.0
2017-03-07,16.5,27.75,,,14.5
2017-03-08,14.333333333333336,27.75,,,13.0
2017-03-09,13.5,23.33333333333333,,,13.0
2017-03-10,14.0,22.0,,,13.0
2017-03-13,14.0,23.5,,,13.5
2017-03-14,13.5,,,,
2017-03-15,13.0,19.666666666666668,,,13.0
2017-03-16,11.916666666666664,19.666666666666668,,,12.25
2017-03-17,11.916666666666664,18.666666666666668,,,12.875
2017-03-20,11.916666666666664,23.6,,,12.666666666666664
2017-03-21,13.4375,19.2,,,12.333333333333336
2017-03-22,13.4375,20.375,,,12.333333333333336
2017-03-23,11.85,25.75,,,12.333333333333336
2017-03-24,11.8,,,,12.333333333333336
2017-03-27,11.65,,,,12.333333333333336
2017-03-28,11.5,,,,11.833333333333336
2017-03-29,11.6,,,,11.833333333333336
2017-03-30,9.916666666666666,,,,11.833333333333336
2017-03-31,9.916666666666666,,,,11.333333333333336
2017-04-01,,,,,
2017-04-03,11.5,,,,11.0
2017-04-04,11.45,,,,11.0
2017-04-05,11.45,,,,11.25
2017-04-06,11.45,5.5,,,10.625
2017-04-07,11.45,,,,10.625
2017-04-10,10.045454545454543,,,,10.5
2017-04-11,10.045454545454543,,,,10.5
2017-04-12,10.045454545454543,,,,10.5
2017-04-13,9.909090909090908,,,,10.5
2017-04-14,10.045454545454543,,,,10.5
2017-04-17,11.333333333333336,,,,
2017-04-18,11.166666666666664,,,,11.0
2017-04-19,10.666666666666666,,,,11.0
2017-04-20,8.5,,,,11.0
2017-04-21,8.5,,,,11.0
2017-04-24,8.5,,,,12.125
2017-04-25,11.5,,41.5,,11.1
2017-04-26,9.75,,41.5,,11.5
2017-04-27,8.125,,41.5,,12.2
2017-04-28,5.7,,41.5,,12.0
2017-05-01,6.125,19.0,41.5,,12.75
2017-05-02,6.125,9.375,41.5,,12.5
2017-05-03,7.125,9.125,41.5,,12.833333333333336
2017-05-04,7.125,7.875,41.5,,12.357142857142858
2017-05-05,6.875,8.25,41.5,,12.357142857142858
2017-05-08,6.75,11.666666666666664,41.5,,11.75
2017-05-09,11.0,11.5,41.5,,11.75
2017-05-10,,9.25,41.5,,10.666666666666666
2017-05-11,,9.375,41.5,,11.75
2017-05-12,,9.625,41.5,,11.75
2017-05-15,,9.625,41.5,,12.625
2017-05-16,,9.625,41.5,,11.0
2017-05-17,,9.375,41.5,,11.0
2017-05-18,,12.75,41.5,,12.625
2017-05-19,,12.5,41.5,,11.8
2017-05-22,11.0,13.5,41.5,,11.0
2017-05-23,9.0,13.5,41.5,,10.583333333333334
2017-05-24,9.0,17.5,41.5,30.0,10.25
2017-05-25,9.5,19.75,41.5,30.0,10.8
2017-05-26,9.5,17.5,41.5,30.0,11.166666666666664
2017-05-30,12.0,18.75,33.0,44.8,11.166666666666664
2017-05-31,12.0,18.0,38.5,45.375,9.833333333333334
2017-06-01,10.5,18.0,38.0,43.38888888888889,9.5
2017-06-02,10.5,17.75,38.0,43.38888888888889,11.083333333333336
2017-06-05,12.0,15.75,38.0,43.38888888888889,14.0
2017-06-06,12.0,15.75,38.0,38.8,18.0
2017-06-07,12.0,14.75,38.0,38.8,15.833333333333336
2017-06-08,12.0,13.75,38.0,38.8,18.666666666666668
2017-06-09,12.0,14.0,38.0,38.8,18.875
2017-06-12,11.5,18.25,38.0,38.8,17.0
2017-06-13,11.5,18.0,38.0,41.857142857142854,19.0
2017-06-14,11.5,18.0,38.0,43.22222222222222,19.0
2017-06-15,12.0,19.75,38.0,43.22222222222222,19.0
2017-06-16,12.0,19.5,38.0,43.22222222222222,19.0
2017-06-19,14.0,21.5,38.0,43.22222222222222,20.0
2017-06-20,14.0,22.0,38.0,40.925,20.0
2017-06-21,14.0,22.0,38.0,40.77586206896552,20.0
2017-06-22,14.0,24.0,38.0,40.77586206896552,19.0
2017-06-23,14.0,24.75,38.0,40.77586206896552,19.0
2017-06-26,14.0,25.75,38.0,40.77586206896552,24.5
2017-06-27,14.0,22.75,38.0,40.77586206896552,23.66666666666667
2017-06-28,14.0,20.375,38.0,40.31818181818182,25.16666666666667
2017-06-29,14.0,18.5,38.0,40.31818181818182,25.16666666666667
2017-06-30,11.5,17.3,38.0,40.31818181818182,26.5
2017-07-03,11.5,16.25,38.0,40.31818181818182,27.375
2017-07-05,11.25,13.9,38.0,39.16129032258065,29.0
2017-07-06,13.0,15.125,38.0,39.16129032258065,29.0
2017-07-07,12.0,17.333333333333332,38.0,38.441176470588225,25.5
2017-07-10,9.5,,38.0,38.441176470588225,24.5
2017-07-11,9.5,,38.0,38.441176470588225,24.5
2017-07-12,8.75,,38.0,36.4102564102564,23.0
2017-07-13,7.5,,38.0,28.40909090909091,22.33333333333333
2017-07-14,6.75,,38.0,27.614285714285717,23.1875
2017-07-17,7.25,,38.0,27.614285714285717,28.0
2017-07-18,7.0,,38.0,26.153846153846153,25.5
2017-07-19,6.5,,38.0,26.153846153846153,23.0
2017-07-20,5.8125,,38.0,26.153846153846153,20.5
2017-07-21,6.25,,38.0,26.153846153846153,20.5
2017-07-24,,,38.0,26.153846153846153,18.166666666666668
2017-07-25,,,38.0,26.153846153846153,15.375
2017-07-26,,,38.0,29.38636363636364,15.375
2017-07-27,,,38.0,29.38636363636364,15.25
2017-07-28,,,38.0,29.38636363636364,15.25
2017-07-31,,,38.0,29.38636363636364,16.5
2017-08-01,,,38.0,29.38636363636364,17.25
2017-08-02,,,38.0,31.066666666666666,14.666666666666664
2017-08-03,,,38.0,29.42857142857143,13.75
2017-08-04,,,38.0,29.42857142857143,14.5
2017-08-07,,,38.0,29.42857142857143,15.75
2017-08-08,,,38.0,28.44444444444445,14.166666666666664
2017-08-09,,,38.0,25.392857142857146,14.166666666666664
2017-08-10,,,38.0,25.815789473684212,12.625
2017-08-11,,,38.0,25.20454545454545,12.625
2017-08-14,,,38.0,25.20454545454545,13.0
2017-08-15,,,38.0,25.14583333333333,12.5
2017-08-16,,,38.0,25.14583333333333,11.0
2017-08-17,,,38.0,25.365384615384606,11.0
2017-08-18,,,38.0,25.365384615384606,11.0
2017-08-21,,,38.0,25.365384615384606,11.5
2017-08-22,,,38.0,25.83333333333333,10.2
2017-08-23,,,38.0,25.7,9.8
2017-08-24,,,38.0,25.0,9.375
2017-08-25,,,38.0,25.0,9.375
2017-08-28,,,38.0,25.0,10.4
2017-08-29,,,38.0,27.30769230769231,8.928571428571429
2017-08-30,,28.5,38.0,27.214285714285715,8.928571428571429
2017-08-31,,28.5,38.0,27.214285714285715,8.642857142857142
2017-09-01,,14.5,38.0,27.214285714285715,8.9
2017-09-05,13.25,19.75,38.0,29.69230769230769,7.4
2017-09-06,13.25,23.0,38.0,25.5,6.1
2017-09-07,13.25,19.5,38.0,26.772727272727273,7.1
2017-09-08,13.5,17.0,38.0,27.625,6.5
2017-09-11,14.0,21.5,38.0,27.625,5.5
2017-09-12,14.0,19.5,38.0,28.724137931034484,5.0
2017-09-13,,,39.0,28.0,10.0
2017-09-14,,,39.0,28.0,10.0
2017-09-15,,,39.0,27.684210526315788,11.0
2017-09-18,,,39.0,27.684210526315788,13.0
2017-09-19,,,39.0,30.61111111111111,13.0
2017-09-20,,,39.0,28.72916666666667,13.0
2017-09-21,,,39.0,29.91666666666667,13.0
2017-09-22,,,39.0,29.48611111111111,13.0
2017-09-25,,21.25,39.0,29.48611111111111,13.0
2017-09-26,,20.5,39.0,29.48611111111111,13.0
2017-09-27,,19.75,39.0,29.092105263157894,13.0
2017-09-28,,18.0,39.0,29.092105263157894,11.75
2017-09-29,,18.25,39.0,29.092105263157894,11.75
2017-10-02,,20.5,39.0,29.092105263157894,14.333333333333336
2017-10-03,,19.666666666666668,39.0,29.092105263157894,14.333333333333336
2017-10-04,,18.33333333333333,35.0,28.51612903225807,13.666666666666664
2017-10-05,,17.0,35.0,27.65151515151515,14.333333333333336
2017-10-06,,,35.0,27.65151515151515,14.0
2017-10-09,,,,,
2017-10-10,,11.833333333333336,35.0,27.65151515151515,16.25
2017-10-11,,11.0,35.0,20.75,15.75
2017-10-12,,9.166666666666666,,20.75,15.75
2017-10-13,,11.0,,25.9,17.0
2017-10-16,,9.375,,25.9,17.0
2017-10-17,,9.375,,35.333333333333336,17.0
2017-10-18,,9.25,,24.21052631578948,17.0
2017-10-19,,9.125,,24.69565217391305,17.0
2017-10-20,,11.0,,24.69565217391305,17.0
2017-10-23,,15.0,,24.69565217391305,17.5
2017-10-24,,18.75,,26.142857142857146,18.0
2017-10-25,,,,26.142857142857146,18.25
2017-10-26,,,,26.142857142857146,18.75
2017-10-27,,,,26.142857142857146,19.75
2017-10-30,,,,26.142857142857146,19.5
2017-10-31,,,,28.285714285714285,19.375
2017-11-01,,,,27.777777777777786,19.375
2017-11-02,,,,24.20833333333333,18.875
2017-11-03,,,,24.20833333333333,18.875
2017-11-06,,,,24.20833333333333,17.625
2017-11-07,,,,24.0,17.0
2017-11-08,,,,23.6,17.0
